date,gdp,retail_sales,wage_growth
31/01/2005,0.876095119,1.244167963,1.608579088
28/02/2005,0,-0.614439324,-2.110817942
31/03/2005,-0.372208437,-0.154559505,1.347708895
30/04/2005,1.245330012,0,0.79787234
31/05/2005,-0.36900369,-0.619195046,0.263852243
30/06/2005,0.617283951,0.778816199,0
31/07/2005,0.36809816,0.154559505,0.789473684
31/08/2005,0,-0.462962963,0.783289817
30/09/2005,0.611246944,0.310077519,0.259067358
31/10/2005,-0.364520049,0.618238022,0.258397933
30/11/2005,1.097560976,0.614439324,0.515463918
31/12/2005,0.844390832,-0.152671756,0
31/01/2006,-0.358851675,-0.305810398,0.256410256
28/02/2006,-0.240096038,0,0.255754476
31/03/2006,0.481347774,0.613496933,1.530612245
30/04/2006,-0.239520958,-0.457317073,-0.753768844
31/05/2006,0.360144058,1.071975498,0.506329114
30/06/2006,0.358851675,0.757575758,1.007556675
31/07/2006,-0.595947557,0.15037594,0
31/08/2006,0.35971223,0.3003003,0
30/09/2006,0.477897252,-0.449101796,0.249376559
31/10/2006,-0.475624257,0.902255639,0.746268657
30/11/2006,0.477897252,0.298062593,0.49382716
31/12/2006,0.713436385,1.188707281,1.228501229
31/01/2007,0,-1.321585903,0.72815534
28/02/2007,0.354191263,1.339285714,0.963855422
31/03/2007,0.352941176,1.174743025,-0.477326969
30/04/2007,0.117233294,0,-1.199040767
31/05/2007,0.468384075,-0.290275762,0.970873786
30/06/2007,0.116550117,0.291120815,0.480769231
31/07/2007,0,-0.290275762,0.4784689
31/08/2007,0.582072177,0.436681223,0.476190476
30/09/2007,0.115740741,0.579710145,0.473933649
31/10/2007,-0.346820809,-0.144092219,-0.235849057
30/11/2007,0.580046404,0.432900433,0.709219858
31/12/2007,0.461361015,0.287356322,0
31/01/2008,0.114810563,0.573065903,0.704225352
29/02/2008,0.458715596,1.851851852,1.398601399
31/03/2008,-0.684931507,-1.538461538,0.459770115
30/04/2008,0.574712644,0.142045455,-1.14416476
31/05/2008,-0.914285714,3.546099291,0.462962963
30/06/2008,-0.115340254,-2.739726027,-0.230414747
31/07/2008,-0.577367206,0.281690141,0.230946882
31/08/2008,-0.348432056,0,0.230414747
30/09/2008,-1.165501166,0.561797753,0
31/10/2008,-0.235849057,-0.977653631,0.459770115
30/11/2008,-1.418439716,0.282087447,-0.228832952
31/12/2008,-0.239808153,-0.843881857,0
31/01/2009,-0.961538462,0.992907801,-3.440366972
28/02/2009,-0.121359223,-0.842696629,-2.850356295
31/03/2009,-0.972053463,1.274787535,5.86797066
30/04/2009,0.981595092,0.559440559,1.154734411
31/05/2009,-1.215066829,-0.139082058,-0.228310502
30/06/2009,0.36900369,1.253481894,0.228832952
31/07/2009,0.612745098,0.137551582,-0.228310502
31/08/2009,-0.609013398,0.274725275,0.228832952
30/09/2009,0.12254902,-0.273972603,0.228310502
31/10/2009,0.244798042,0.549450549,0
30/11/2009,0,0.136612022,0.227790433
31/12/2009,0.610500611,0,0
31/01/2010,-0.606796117,-2.592087312,-0.227272727
28/02/2010,1.465201465,2.801120448,1.59453303
31/03/2010,0.842358604,0.544959128,-1.121076233
30/04/2010,-0.238663484,0.27100271,0
31/05/2010,0.4784689,0.405405405,0.453514739
30/06/2010,0,0.269179004,-0.225733634
31/07/2010,0.119047619,0.268456376,0.226244344
31/08/2010,0.356718193,0.267737617,0.451467269
30/09/2010,0.118483412,-0.534045394,0.224719101
31/10/2010,0.355029586,0.805369128,0.224215247
30/11/2010,-0.235849057,0.266311585,0.223713647
31/12/2010,-0.827423168,-1.062416999,0.223214286
31/01/2011,0.476758045,1.879194631,2.004454343
28/02/2011,0.474495848,-0.263504611,-1.091703057
31/03/2011,0.236127509,0.396301189,0
30/04/2011,-0.824499411,1.710526316,-0.441501104
31/05/2011,0.950118765,-1.811125485,0.44345898
30/06/2011,0,0.131752306,0.662251656
31/07/2011,0.117647059,0.789473684,0
31/08/2011,-0.235017626,0.130548303,-0.438596491
30/09/2011,0.23557126,0.521512386,0
31/10/2011,-1.057579318,1.037613489,0.440528634
30/11/2011,1.306413302,-0.898587933,0.219298246
31/12/2011,0.937866354,0.777202073,0
31/01/2012,0.464576074,0.128534704,0
29/02/2012,-1.040462428,-0.128369705,0
31/03/2012,0.46728972,2.05655527,0
30/04/2012,-0.697674419,-1.763224181,0.656455142
31/05/2012,1.522248244,0.641025641,0
30/06/2012,-1.268742791,0.382165605,0.434782609
31/07/2012,1.401869159,0,0.216450216
31/08/2012,0.576036866,0.38071066,0.215982721
30/09/2012,-1.145475372,0.505689001,-0.431034483
31/10/2012,0.463499421,0,0
30/11/2012,0.230680507,-0.503144654,0.216450216
31/12/2012,-0.345224396,0.884955752,-0.431965443
31/01/2013,-0.230946882,0.125313283,0.21691974
28/02/2013,0.925925926,1.376720901,0
31/03/2013,0,-1.234567901,-1.731601732
30/04/2013,0.114678899,-0.75,5.066079295
31/05/2013,0.343642612,2.01511335,-1.886792453
30/06/2013,0.228310502,0.740740741,-0.427350427
31/07/2013,0.227790433,0.612745098,0
31/08/2013,0.340909091,-0.365408039,0
30/09/2013,0,1.100244499,0
31/10/2013,0.679501699,-0.483675937,0
30/11/2013,-0.112485939,0.364520049,0
31/12/2013,-0.225225225,-0.363196126,0.429184549
31/01/2014,0.564334086,0.972053463,0.213675214
28/02/2014,0.448933782,0.481347774,0.639658849
31/03/2014,0.446927374,0.838323353,-2.330508475
30/04/2014,0.333704116,0.356294537,1.735357918
31/05/2014,0.110864745,-0.118343195,0
30/06/2014,0.332225914,0.829383886,0.213219616
31/07/2014,0.55187638,-0.352526439,-0.425531915
31/08/2014,-0.109769484,-0.235849057,0.213675214
30/09/2014,0.43956044,-0.11820331,0.852878465
31/10/2014,0.328227571,0.710059172,0.422832981
30/11/2014,-0.109051254,0.470035253,0
31/12/2014,0.327510917,1.286549708,0.631578947
31/01/2015,-0.217627856,-1.847575058,-0.418410042
28/02/2015,0.327153762,0.941176471,0.420168067
31/03/2015,0,0.582750583,0.418410042
30/04/2015,0.652173913,-0.115874855,0.208333333
31/05/2015,-0.323974082,0,0.207900208
30/06/2015,-0.108342362,0.580046404,-0.20746888
31/07/2015,0.542299349,-0.115340254,0.623700624
31/08/2015,-0.21574973,-1.270207852,0
30/09/2015,0.216216216,1.871345029,-0.20661157
31/10/2015,0.323624595,-1.377726751,0.207039337
30/11/2015,-0.107526882,0.465657742,0
31/12/2015,0.430570506,0,0.619834711
31/01/2016,-0.107181136,1.506373117,0.410677618
29/02/2016,0.321888412,-0.342465753,-0.613496933
31/03/2016,0.213903743,-0.572737686,0.823045267
30/04/2016,0.53361793,0.69124424,1.020408163
31/05/2016,-0.212314225,1.258581236,-0.404040404
30/06/2016,0.106382979,-0.903954802,0
31/07/2016,0.106269926,1.824401368,0.60851927
31/08/2016,0.318471338,-0.447928331,-0.403225806
30/09/2016,0.529100529,0.787401575,0.20242915
31/10/2016,-0.315789474,1.897321429,0.404040404
30/11/2016,0.527983105,-0.328587076,0.201207243
31/12/2016,0.735294118,-0.32967033,-0.401606426
31/01/2017,0.208550574,-0.551267916,0.201612903
28/02/2017,0,1.219512195,0.402414487
31/03/2017,0.104058273,-0.21905805,0.400801603
30/04/2017,0.415800416,1.866081229,0.199600798
31/05/2017,0.207039337,-1.400862069,0.199203187
30/06/2017,0,0.983606557,0.994035785
31/07/2017,0.20661157,0.432900433,-0.787401575
31/08/2017,0.206185567,0.969827586,0.595238095
30/09/2017,0.411522634,0.106723586,0.394477318
31/10/2017,0,0.426439232,0
30/11/2017,0.204918033,0.530785563,0.196463654
31/12/2017,0.306748466,0,0.392156863
31/01/2018,-0.305810398,-0.105596621,-0.390625
28/02/2018,0.102249489,0.422832981,0.588235294
31/03/2018,0.102145046,-0.947368421,0
30/04/2018,-0.204081633,0.850159405,0.389863548
31/05/2018,0.306748466,2.318229715,0.194174757
30/06/2018,0.305810398,-0.61791967,0.581395349
31/07/2018,-0.101626016,1.139896373,0.385356455
31/08/2018,0.2034588,0.512295082,0.383877159
30/09/2018,0.101522843,-0.305810398,0
31/10/2018,-0.101419878,-0.408997955,1.338432122
30/11/2018,0.304568528,1.232032854,-0.754716981
31/12/2018,-0.303643725,0,0.380228137
31/01/2019,0.406091371,0.202839757,0.378787879
28/02/2019,0.606673407,0.303643725,0.188679245
31/03/2019,0.100502513,0.504540868,-1.129943503
30/04/2019,-0.301204819,-0.301204819,1.714285714
31/05/2019,0.302114804,-0.402819738,0.561797753
30/06/2019,0.502008032,1.516683519,0.558659218
31/07/2019,0.4995005,1.294820717,0.37037037
31/08/2019,-0.298210736,-0.688298918,-0.184501845
30/09/2019,0.299102692,0.099009901,0.554528651
31/10/2019,-0.099403579,-0.494559842,-0.183823529
30/11/2019,-0.199004975,-0.596421471,-0.184162063
31/12/2019,0.498504487,-0.6,0
31/01/2020,0,1.911468813,0.73800738
29/02/2020,-0.396825397,-1.184600197,0
31/03/2020,-7.569721116,-4.995004995,-3.113553114
30/04/2020,-19.61206897,-15.03680336,0
31/05/2020,2.144772118,11.26237624,0.56710775
30/06/2020,9.711286089,13.23692992,0
31/07/2020,6.578947368,3.241650295,1.315789474
31/08/2020,3.03030303,0.66603235,2.41187384
30/09/2020,1.307189542,1.512287335,1.086956522
31/10/2020,0.64516129,1.210428305,0.896057348
30/11/2020,-2.02991453,-3.863845446,0.888099467
31/12/2020,1.308615049,1.244019139,0.352112676
31/01/2021,-2.798708288,-8.223062382,0
28/02/2021,1.107419712,1.441812564,-0.526315789
31/03/2021,2.190580504,3.45177665,-2.645502646
30/04/2021,3.751339764,8.145240432,4.347826087
31/05/2021,1.549586777,-1.08892922,0.868055556
30/06/2021,1.119023398,1.467889908,-0.688468158
31/07/2021,-0.503018109,-2.53164557,0.693240901
31/08/2021,0.910010111,0.278293135,0.516351119
30/09/2021,0.601202405,0.092506938,0.342465753
31/10/2021,0.298804781,1.478743068,0.341296928
30/11/2021,0.695134062,0.455373406,-0.170068027
31/12/2021,-0.493096647,-0.271985494,2.72572402
31/01/2022,0.495540139,0.454545455,-0.663349917
28/02/2022,0.591715976,-0.542986425,0.166944908
31/03/2022,0.098039216,0.363967243,1.333333333
30/04/2022,-0.195886386,-0.090661831,-0.657894737
31/05/2022,0.686947988,0,0.331125828
30/06/2022,-0.974658869,1.270417423,1.155115512
31/07/2022,0.393700787,1.433691756,0.163132137
31/08/2022,0.098039216,-1.325088339,0.814332248
30/09/2022,-0.587659158,0.089525515,0.323101777
31/10/2022,0.591133005,1.699463327,0.805152979
30/11/2022,0.097943193,0.263852243,0.479233227
31/12/2022,-0.293542074,-1.754385965,0.476947536
31/01/2023,0.490677134,2.053571429,0.474683544
28/02/2023,0.1953125,1.487314086,0.787401575
31/03/2023,-0.292397661,-0.775862069,0.625